;outstanding_balance;age;dslp;dsldc;antiquity;feature;installment_amount;target
6259;2200.0;61;132;81;1900;1.0;50.0;0
6260;600.0;61;53;81;1200;1.3333333333333333;100.0;0
6261;4500.0;61;2015;81;2000;1.0;100.0;0
6263;1600.0;61;100;81;1600;3.0;75.0;0
6264;3700.0;61;1891;81;1800;1.0;80.0;0
6265;3300.0;61;1223;81;1200;1.0;200.0;0
6266;2800.0;61;61;81;1400;5.0;60.0;1
6267;4800.0;61;57;81;2000;2.5;100.0;1
6268;6400.0;61;100;81;2000;1.5;50.0;0
6269;7100.0;61;100;81;2000;1.5;50.0;0
6270;1900.0;61;1772;81;1700;1.0;50.0;1
6271;2100.0;61;2015;81;2000;1.0;150.0;0
6272;3000.0;61;748;81;2300;1.0;150.0;1
6273;1300.0;45;2574;65;2800;1.0;215.0;0
6274;2700.0;61;1111;81;1800;1.0;50.0;0
6275;3300.0;61;1540;81;2000;1.0;275.0;0
6276;21200.0;61;63;81;1600;1.0;500.0;1
6277;4800.0;61;721;81;1400;1.0;200.0;1
6278;2400.0;61;3235;81;3200;1.0;300.0;1
6279;6500.0;72;2269;92;2300;0.5;150.0;0
6280;1200.0;61;1571;81;1900;1.0;398.41;0
6281;900.0;61;2576;81;2600;1.0;160.0;1
6282;5300.0;61;1327;81;1900;1.0;100.0;0
6283;3000.0;61;1813;81;1900;1.0;100.0;0
6284;1700.0;52;2296;72;2300;1.0;100.0;0
6285;2100.0;61;2302;81;2400;1.0;80.0;0
6286;5400.0;61;80;81;1800;1.6666666666666667;60.0;1
6287;2300.0;49;1476;69;2200;1.0;100.0;0
6288;1300.0;61;2181;81;2200;1.0;50.0;0
6289;3500.0;61;1202;81;2800;1.0;50.0;0
6290;8800.0;61;1657;81;1700;1.0;150.0;0
6291;900.0;61;998;81;2200;1.0;100.0;0
6292;600.0;61;1867;81;3200;1.0;286.0;0
6293;2700.0;61;1119;81;1800;1.0;100.0;0
6294;2600.0;61;1959;81;2400;1.0;125.0;0
6295;4300.0;61;3119;81;3100;1.0;200.0;1
6296;1500.0;61;1875;81;1900;1.0;120.0;0
6297;1000.0;61;1203;81;1500;1.0;250.0;1
6298;1200.0;61;2485;81;2600;1.0;150.0;0
6299;7100.0;61;694;81;2700;1.0;100.0;1
6300;1400.0;61;1966;81;2100;1.0;60.0;0
6301;7800.0;61;1156;81;1600;1.0;180.0;0
6302;2800.0;61;1547;81;3300;1.0;200.0;0
6303;1100.0;61;925;81;3000;1.0;100.0;0
6304;2800.0;59;54;79;2300;6.0;200.0;1
6305;5600.0;61;127;81;2100;4.0;60.0;0
6306;5800.0;68;70;88;2800;6.0;50.0;1
6307;4700.0;61;176;81;2600;3.0;100.0;0
6308;2600.0;61;51;81;3000;0.25;200.0;0
6309;3800.0;52;181;72;1900;0.6666666666666666;200.0;0
6310;3000.0;61;978;81;3500;0.25;100.0;0
6311;1900.0;61;69;81;2000;1.3333333333333333;60.0;0
6312;1800.0;61;72;81;1700;3.0;130.0;0
6313;1800.0;47;54;67;2200;0.3333333333333333;100.0;0
6314;1600.0;57;2240;77;2200;1.0;100.0;1
6315;3600.0;61;202;81;3300;0.6666666666666666;100.0;0
6316;1100.0;57;77;77;1900;1.5;100.0;0
6317;400.0;61;159;81;2300;3.0;40.0;0
6318;5100.0;61;53;81;1900;0.6666666666666666;425.0;0
6319;1800.0;55;127;75;1500;4.0;50.0;1
6320;400.0;61;53;81;1900;0.6666666666666666;178.2;0
6321;2000.0;61;1328;81;1400;0.3333333333333333;150.0;0
6322;1100.0;53;52;73;1700;1.0;100.0;1
6323;7300.0;61;1934;81;1900;0.5;250.0;0
6324;3400.0;73;1984;93;2600;1.0;150.0;0
6325;2500.0;61;51;81;5000;1.0;150.0;1
6326;7300.0;61;53;81;2600;1.0;100.0;0
6327;4900.0;49;124;69;100;1.0;100.0;0
6328;3500.0;61;1269;81;2000;0.5;430.0;0
6329;1300.0;56;2481;76;2400;1.0;200.0;0
6330;2700.0;61;1524;81;1800;1.0;50.0;0
6331;1200.0;38;199;58;100;1.0;310.0;0
6332;6000.0;43;59;63;100;0.5;250.0;0
6333;3400.0;44;67;64;100;1.0;100.0;1
6334;6200.0;61;2452;81;2400;1.0;250.0;0
6335;1600.0;59;169;79;100;1.0;130.0;0
6336;1900.0;45;200;65;100;1.0;150.0;0
6337;700.0;39;167;59;100;1.0;120.0;0
6338;600.0;65;250;85;200;1.0;150.0;0
6339;900.0;42;440;62;100;1.0;110.0;0
6340;6300.0;61;70;81;1800;0.4;150.0;0
6341;300.0;75;56;95;200;0.5714285714285714;100.0;0
6342;1700.0;61;2810;81;2800;1.0;100.0;0
6343;1100.0;64;55;84;100;0.6666666666666666;200.0;0
6344;3800.0;52;54;72;100;0.5;200.0;0
6345;1100.0;59;54;79;200;1.0;50.0;1
6346;3800.0;61;58;81;2400;0.6666666666666666;100.0;0
6347;400.0;61;51;81;2400;0.4;100.0;1
6348;3800.0;62;57;82;2900;0.6666666666666666;100.0;1
6349;8200.0;61;1573;81;1500;1.0;100.0;1
6350;1500.0;61;68;81;3000;1.5;50.0;0
6351;13800.0;61;1668;81;1900;1.0;300.0;1
6352;6300.0;50;109;70;100;1.0;200.0;0
6353;2200.0;69;1199;89;3400;1.0;50.0;0
6354;2200.0;61;3753;81;3700;1.0;130.0;0
6355;2500.0;53;55;73;100;0.2222222222222222;80.0;0
6356;5400.0;49;2063;69;2000;1.0;175.0;0
6357;700.0;47;54;67;100;0.6666666666666666;200.0;1
6358;1400.0;61;2547;81;2500;1.0;150.0;0
6359;1100.0;61;2090;81;2000;1.0;60.0;0
6361;1500.0;61;1465;81;2000;1.0;85.0;0
6362;1500.0;65;57;85;2200;2.0;50.0;1
6363;2500.0;61;55;81;2800;0.6666666666666666;100.0;1
6364;8300.0;61;51;81;2600;2.25;140.0;0
6365;1100.0;37;128;57;100;1.0;200.0;0
6366;1300.0;42;3240;62;3300;1.0;100.0;0
6367;6200.0;61;2487;81;2500;1.0;50.0;0
6368;1000.0;61;2870;81;2800;1.0;50.0;0
6369;700.0;61;3207;81;3200;1.0;80.0;0
6370;9700.0;55;85;75;100;4.0;165.0;0
6371;4000.0;61;2060;81;2000;1.0;175.0;0
6372;7200.0;75;55;95;100;0.75;210.0;0
6373;5400.0;57;76;77;100;0.75;180.0;0
6374;1100.0;61;3694;81;3700;1.0;100.0;1
6375;5500.0;62;2777;82;3000;0.3333333333333333;130.0;0
6376;1500.0;61;2199;81;2100;1.0;100.0;0
6377;600.0;53;59;73;300;1.3333333333333333;278.87;0
6378;2300.0;52;295;72;2200;2.0;130.0;1
6379;5100.0;60;69;80;200;1.0;150.0;0
6380;3700.0;36;339;56;300;1.0;200.0;0
6381;5600.0;62;77;82;100;0.4;130.0;0
6382;500.0;61;834;81;3100;1.0;232.0;0
6383;6400.0;61;4728;81;4700;1.0;200.0;1
6384;4400.0;61;3076;81;3000;1.0;200.0;0
6385;1400.0;61;3083;81;3400;1.0;50.0;0
6386;6800.0;61;2870;81;3100;1.0;400.0;0
6387;4300.0;61;4117;81;4100;1.0;180.0;0
6388;3000.0;61;56;81;2100;0.6666666666666666;200.0;1
6389;2800.0;61;3688;81;3900;1.0;100.0;0
6390;6000.0;34;190;54;100;1.0;130.0;0
6391;2500.0;51;148;71;100;0.2;100.0;0
6392;3700.0;70;2914;90;2900;1.0;160.0;0
6393;800.0;63;159;83;100;1.0;65.0;0
6394;3700.0;61;1724;81;2000;1.0;85.0;0
6395;3100.0;61;2890;81;2800;0.5;400.0;0
6396;5000.0;71;65;91;100;0.6;125.0;1
6397;2700.0;61;76;81;1900;3.0;100.0;0
6398;1300.0;61;3926;81;4000;1.0;100.0;0
6399;1700.0;61;66;81;1200;0.7142857142857143;60.0;0
6400;500.0;61;1409;81;1600;1.0;55.0;1
6401;4700.0;61;2627;81;2600;1.0;200.0;1
6402;700.0;61;52;81;2300;1.0;100.0;1
6403;400.0;42;458;62;200;1.0;110.0;1
6404;3300.0;51;241;71;200;1.0;150.0;0
6405;2000.0;61;3636;81;3600;1.0;110.0;0
6406;1900.0;61;2862;81;2800;1.0;120.0;1
6407;1200.0;42;120;62;100;1.0;50.0;0
6408;1500.0;61;1348;81;1400;1.0;150.0;0
6409;600.0;61;4091;81;4200;1.0;100.0;0
6410;1900.0;66;64;86;200;0.6666666666666666;100.0;0
6411;2700.0;61;725;81;1600;1.0;100.0;1
6412;1300.0;59;130;79;100;1.0;50.0;0
6413;7800.0;42;70;62;100;0.75;150.0;1
6414;1000.0;61;2800;81;2800;0.5;200.0;1
6415;1000.0;61;2842;81;2900;1.0;100.0;0
6416;900.0;61;2778;81;2700;1.0;200.0;1
6417;4300.0;66;2950;86;2900;1.0;100.0;0
6418;1500.0;61;2598;81;2500;1.0;100.0;0
6419;8600.0;52;128;72;100;1.0;150.0;0
6420;4900.0;61;1821;81;1800;1.0;230.0;1
6421;1900.0;48;1559;68;1500;1.0;160.0;0
6422;1300.0;61;2045;81;2000;1.0;80.0;0
6423;1100.0;61;2107;81;2100;1.0;100.0;0
6424;900.0;61;1773;81;1700;1.0;20.0;0
6425;5600.0;61;371;81;2700;1.0;150.0;0
6426;700.0;61;2351;81;2300;1.0;55.0;0
6427;3400.0;63;3892;83;3800;1.0;150.0;1
6428;700.0;64;2046;84;2000;1.0;328.63;0
6429;3400.0;61;100;81;2800;4.0;100.0;0
6430;1500.0;121;2443;141;2400;1.0;50.0;0
6431;1800.0;61;330;81;2000;1.0;150.0;0
6432;1100.0;61;2502;81;2500;1.0;50.0;0
6433;1100.0;61;2473;81;2400;1.0;100.0;0
6434;900.0;61;2502;81;2500;1.0;943.43;0
6435;1100.0;44;2410;64;2400;1.0;185.0;0
6436;800.0;47;2381;67;2300;1.0;257.03;0
6437;500.0;51;2473;71;2400;1.0;135.0;0
6438;3900.0;61;2829;81;2800;1.0;150.0;0
6439;3500.0;61;72;81;1900;1.0;100.0;1
6440;5600.0;59;92;79;1900;1.5;150.0;0
6441;1300.0;44;129;64;100;1.0;150.0;0
6442;3500.0;57;129;77;100;1.0;200.0;0
6443;2200.0;61;3257;81;3200;1.0;200.0;1
6444;3700.0;66;116;86;100;1.0;500.0;0
6445;1500.0;61;2565;81;2500;1.0;50.0;0
6446;6200.0;49;130;69;100;1.0;150.0;0
6447;1200.0;36;116;56;100;1.0;150.0;0
6448;1500.0;44;2708;64;2700;1.0;130.0;0
6449;5000.0;50;122;70;100;2.0;145.0;0
6450;1100.0;51;3013;71;3000;1.0;107.0;0
6451;1100.0;40;191;60;100;1.0;50.0;0
6452;1200.0;69;66;89;2000;5.0;100.0;0
6453;3700.0;61;119;81;2400;2.0;300.0;1
6454;3600.0;52;116;72;100;1.0;200.0;0
6455;700.0;38;344;58;100;1.0;50.0;0
6456;6700.0;48;158;68;100;1.0;80.0;0
6457;5700.0;39;130;59;100;1.0;120.0;0
6458;3300.0;35;129;55;100;1.0;200.0;0
6459;600.0;61;4995;81;4900;1.0;80.0;0
6460;1000.0;67;116;87;100;1.0;100.0;0
6461;3300.0;61;71;81;1800;4.0;100.0;1
6462;8900.0;50;94;70;1200;4.0;100.0;0
6463;700.0;61;1635;81;2500;1.0;150.0;0
6464;4100.0;61;2871;81;2800;1.0;150.0;0
6465;6500.0;61;1087;81;1600;1.0;50.0;0
6466;7900.0;79;73;99;1800;5.0;150.0;1
6467;5900.0;61;190;81;1500;1.0;120.0;0
6468;5900.0;61;2095;81;2700;1.0;150.0;0
6469;5900.0;61;127;81;1300;1.0;100.0;0
6470;5400.0;53;519;73;2600;1.0;100.0;0
6471;400.0;61;987;81;3000;1.0;100.0;1
6472;1500.0;47;219;67;200;1.0;100.0;0
6473;1600.0;35;230;55;200;1.0;300.0;0
6474;500.0;45;1959;65;1900;1.0;155.0;0
6475;1900.0;46;230;66;200;1.0;50.0;1
6476;4600.0;45;139;65;100;1.0;100.0;0
6477;2000.0;61;61;81;2600;1.3333333333333333;180.0;0
6478;5300.0;65;188;85;100;1.0;900.0;0
6479;6400.0;51;1286;71;1900;1.0;530.0;0
6480;3900.0;61;222;81;1600;2.0;100.0;1
6481;6300.0;68;601;88;2200;1.0;50.0;0
6482;2700.0;61;555;81;1900;1.0;150.0;1
6483;3500.0;70;156;90;100;1.0;270.0;0
6484;3000.0;61;133;81;2000;3.0;100.0;1
6485;600.0;61;1966;81;2200;1.0;70.0;0
6486;3500.0;61;51;81;1800;5.0;50.0;0
6487;4900.0;61;1608;81;1600;1.0;120.0;0
6488;3100.0;45;188;65;100;1.0;100.0;1
6489;6100.0;40;219;60;200;1.0;100.0;1
6490;8800.0;61;74;81;1900;3.0;50.0;0
6491;2300.0;61;2575;81;2600;0.5;100.0;0
6492;3400.0;55;349;75;100;1.0;60.0;0
6493;4100.0;61;910;81;2600;1.0;100.0;0
6494;3000.0;61;160;81;2000;2.0;100.0;0
6495;1600.0;61;64;81;2500;7.0;50.0;0
6496;1300.0;63;189;83;100;1.0;110.0;0
6498;2800.0;61;2364;81;2500;1.0;235.0;1
6499;800.0;61;1084;81;2100;1.0;100.0;0
6500;3900.0;61;169;81;2000;3.0;150.0;0
6501;700.0;61;55;81;2200;1.5;100.0;0
6502;3300.0;61;140;81;2000;4.0;100.0;0
6503;3300.0;67;128;87;100;1.0;300.0;0
6504;4800.0;61;142;81;2100;3.0;200.0;0
6505;1600.0;61;144;81;2700;3.0;50.0;0
6506;4800.0;61;52;81;2700;1.2;130.0;1
6507;3500.0;60;221;80;200;1.0;400.0;0
6508;3400.0;61;52;81;2400;1.0;100.0;0
6509;12100.0;61;1787;81;1800;1.0;50.0;1
6510;6300.0;61;70;81;2200;1.5;100.0;0
6511;5800.0;44;171;64;100;1.0;100.0;0
6512;4300.0;61;70;81;2200;3.5;100.0;0
6513;800.0;42;221;62;200;1.0;125.0;0
6514;2500.0;61;1005;81;2500;0.5;50.0;1
6515;3900.0;61;177;81;2400;3.0;20.0;0
6516;6400.0;61;72;81;2000;6.0;50.0;0
6517;6500.0;40;52;60;100;1.0;100.0;0
6518;5700.0;61;1725;81;1900;1.0;100.0;1
6519;1300.0;52;221;72;200;1.0;100.0;0
6520;2700.0;81;56;101;1800;2.0;250.0;0
6521;3200.0;61;52;81;3100;0.6;140.0;1
6522;2600.0;43;73;63;100;2.0;125.0;0
6523;1100.0;52;3372;72;3400;1.0;75.0;0
6524;1200.0;60;99;80;0;1.0;50.0;0
6525;1000.0;48;3127;68;3200;1.0;80.0;0
6526;4800.0;74;2060;94;2000;1.0;110.0;1
6527;1000.0;60;203;80;200;1.0;200.0;0
6528;600.0;61;3758;81;3700;1.0;60.0;0
6529;4200.0;61;2549;81;2500;1.0;200.0;0
6530;3300.0;61;3629;81;3600;1.0;50.0;0
6531;1800.0;61;2152;81;2100;1.0;60.0;0
6532;1700.0;61;3151;81;3100;1.0;150.0;0
6533;1500.0;61;2729;81;2700;1.0;150.0;0
6534;2500.0;61;1604;81;1600;1.0;125.0;1
6535;1100.0;61;2816;81;2800;1.0;60.0;0
6536;1100.0;61;3208;81;3200;1.0;100.0;0
6537;900.0;61;2579;81;2500;1.0;60.0;0
6538;800.0;61;3714;81;4000;1.0;275.0;1
6539;1000.0;61;2870;81;2800;1.0;100.0;0
6540;7300.0;61;77;81;2100;0.6666666666666666;250.0;0
6541;1400.0;71;172;91;100;1.0;80.0;0
6542;6600.0;77;3528;97;3500;1.0;100.0;0
6543;3500.0;61;52;81;2100;0.6666666666666666;80.0;0
6544;10800.0;61;52;81;1900;1.0;300.0;0
6545;8500.0;61;73;81;1900;0.5;150.0;0
6546;1100.0;61;3085;81;3000;1.0;195.2;0
6547;2600.0;42;173;62;100;1.0;150.0;0
6548;1200.0;56;52;76;200;0.5;100.0;0
6549;3600.0;61;2945;81;3100;1.0;151.0;0
6550;1400.0;61;3697;81;3600;1.0;300.0;0
6551;600.0;61;3097;81;3200;1.0;60.0;1
6552;2800.0;61;3553;81;3600;1.0;170.0;0
6553;2400.0;56;52;76;100;0.6666666666666666;130.0;0
6554;1800.0;61;81;81;2100;1.0;150.0;0
6555;3000.0;61;61;81;2600;1.0;250.0;1
6556;6300.0;74;68;94;2000;0.8888888888888888;125.0;1
6557;4000.0;61;71;81;1900;0.4;170.0;1
6558;1300.0;61;3011;81;3100;1.0;100.0;0
6559;3300.0;61;2948;81;3100;1.0;150.0;0
6560;4200.0;39;104;59;100;1.0;125.0;0
6561;3100.0;41;116;61;100;1.0;100.0;0
6562;3700.0;81;74;101;3300;1.0;160.0;0
6563;3100.0;61;68;81;3400;1.25;75.0;0
6564;2100.0;36;104;56;100;1.0;125.0;0
6565;1300.0;46;176;66;100;1.0;300.0;0
6566;5900.0;61;2043;81;2900;0.125;125.0;0
6567;5900.0;74;54;94;2900;0.5;100.0;1
6568;3700.0;61;2192;81;2300;1.0;100.0;1
6569;3800.0;61;2613;81;2600;1.0;100.0;0
6570;600.0;61;75;81;3100;0.6666666666666666;100.0;0
6571;1900.0;61;112;81;2100;3.0;100.0;0
6572;6100.0;73;70;93;1900;4.0;100.0;0
6573;3000.0;61;51;81;2000;1.3333333333333333;300.0;1
6574;1400.0;77;76;97;2100;4.0;50.0;0
6575;3800.0;61;51;81;2000;0.6666666666666666;150.0;0
6576;700.0;61;3791;81;3800;1.0;50.0;0
6577;7300.0;61;62;81;1900;1.0;350.0;0
6578;2900.0;61;57;81;1700;4.0;100.0;0
6579;1500.0;61;113;81;1100;3.0;75.0;0
6580;700.0;61;138;81;1900;2.0;30.0;1
6581;500.0;61;61;81;2000;5.0;20.0;1
6582;2000.0;61;79;81;1900;4.0;165.0;0
6583;7000.0;61;1716;81;2600;1.0;100.0;0
6584;1100.0;61;1693;81;1900;1.0;103.0;0
6585;1300.0;46;135;66;100;1.0;520.43;0
6586;8300.0;61;78;81;1500;3.0;50.0;0
6587;1200.0;61;112;81;2900;3.0;100.0;0
6588;4700.0;61;79;81;1800;1.5;75.0;0
6589;3300.0;61;2026;81;2200;1.0;100.0;0
6590;1000.0;61;1865;81;2100;1.0;79.69;0
6591;2100.0;59;105;79;2200;3.0;150.0;1
6592;2600.0;40;157;60;100;1.0;100.0;0
6593;5500.0;61;80;81;1900;3.0;100.0;0
6594;4400.0;54;62;74;2200;0.75;1000.0;0
6595;6000.0;61;1966;81;1900;0.5;40.0;0
6596;6400.0;63;94;83;0;1.0;300.0;0
6597;7400.0;71;71;91;2000;4.0;55.0;0
6598;300.0;61;80;81;3100;1.5;50.0;0
6599;12500.0;47;136;67;100;1.0;300.0;0
6600;7700.0;58;66;78;2000;4.0;100.0;1
6601;1400.0;47;126;67;100;1.0;120.0;0
6602;3500.0;55;126;75;100;1.0;292.32;0
6603;2200.0;61;113;81;2100;2.0;60.0;0
6604;6700.0;49;157;69;100;1.0;100.0;0
6605;600.0;56;126;76;100;1.0;296.76;0
6606;700.0;35;157;55;100;1.0;224.05;1
6607;1100.0;58;157;78;100;1.0;140.0;0
6608;1800.0;41;134;61;100;1.0;147.15;0
6609;800.0;50;126;70;100;1.0;67.98;0
6610;1300.0;62;157;82;100;1.0;100.0;0
6611;400.0;68;115;88;100;1.0;20.0;0
6612;3900.0;41;157;61;100;1.0;100.0;0
6613;4200.0;68;78;88;2700;2.0;200.0;1
6614;2300.0;61;81;81;1900;4.0;50.0;0
6615;900.0;61;70;81;2000;4.0;60.0;0
6616;2000.0;61;82;81;2100;0.8;60.0;1
6617;4300.0;61;67;81;2100;1.3333333333333333;60.0;1
6618;3800.0;42;55;62;100;1.5;50.0;0
6619;5000.0;61;1514;81;1500;1.0;150.0;0
6620;6200.0;61;2083;81;2300;1.0;100.0;1
6621;3900.0;61;75;81;1900;4.0;200.0;1
6622;2800.0;61;127;81;3500;2.0;100.0;0
6623;4500.0;61;1443;81;1900;1.0;100.0;0
6624;4500.0;61;456;81;1200;1.0;150.0;0
6625;4200.0;61;1734;81;1800;1.0;100.0;0
6626;4200.0;61;984;81;1900;1.0;150.0;0
6627;4000.0;71;2873;91;3100;1.0;150.0;0
6628;4100.0;61;556;81;1800;1.0;250.0;0
6629;4200.0;61;498;81;2300;1.0;70.0;0
6630;1300.0;59;149;79;100;0.5;15.0;0
6631;3500.0;61;135;81;1500;3.0;100.0;0
6632;3100.0;61;136;81;1800;3.0;50.0;0
6633;3100.0;61;1502;81;1800;1.0;100.0;0
6634;3100.0;61;1478;81;1700;1.0;50.0;0
6635;2600.0;61;1171;81;1800;1.0;220.0;0
6636;3400.0;61;93;81;1900;4.0;120.0;0
6637;2200.0;61;60;81;2200;2.0;50.0;0
6638;2800.0;61;1244;81;2600;1.0;100.0;0
6639;1600.0;61;445;81;2500;1.0;50.0;0
6640;1000.0;61;2651;81;2600;2.0;100.0;0
6641;1600.0;56;192;76;100;0.25;150.0;0
6642;1200.0;61;1016;81;1100;1.0;100.0;0
6643;700.0;61;2118;81;2200;1.0;100.0;0
6644;7800.0;72;2077;92;2600;1.0;100.0;0
6645;6900.0;61;1949;81;2200;1.0;60.0;0
6646;6400.0;73;138;93;1800;3.0;50.0;1
6647;6100.0;61;60;81;2100;1.5;100.0;0
6648;2400.0;61;65;81;2200;1.0;55.0;0
6649;5000.0;53;57;73;2700;1.5;100.0;0
6650;5900.0;61;277;81;2500;1.0;100.0;0
6651;5500.0;61;1872;81;1900;1.0;150.0;0
6652;3000.0;66;118;86;100;1.0;100.0;0
6653;5100.0;61;65;81;1800;2.5;150.0;0
6654;3500.0;61;65;81;2200;1.6666666666666667;55.0;0
6655;7700.0;61;1078;81;1400;1.0;100.0;0
6656;4800.0;61;1071;81;1700;1.0;350.0;1
6657;3400.0;61;1138;81;2100;1.0;100.0;0
6658;5400.0;61;1049;81;1800;1.0;100.0;0
6659;3900.0;61;1985;81;2100;1.0;100.0;1
6660;1100.0;61;60;81;1700;2.0;80.0;0
6661;900.0;61;447;81;2000;1.0;100.0;0
6662;1600.0;61;70;81;2300;1.3333333333333333;70.0;1
6663;900.0;61;3683;81;3600;1.0;100.0;1
6664;1600.0;46;1840;66;2000;1.0;150.0;0
6665;600.0;61;123;81;3700;2.0;55.0;0
6666;5500.0;61;64;81;2000;1.0;100.0;0
6667;3900.0;49;64;69;1900;1.0;100.0;1
6668;3800.0;61;91;81;2800;1.5;200.0;0
6669;4300.0;61;55;81;2000;2.5;100.0;0
6670;1400.0;45;129;65;100;1.0;100.0;1
6671;3600.0;69;85;89;2200;0.5;150.0;0
6672;2600.0;71;2670;91;2800;1.0;150.0;0
6673;1300.0;61;1194;81;1200;1.0;100.0;0
6674;1300.0;61;3581;81;3700;1.0;50.0;1
6675;1100.0;61;69;81;2500;0.75;100.0;0
6676;700.0;45;562;65;2500;1.0;160.0;0
6677;1900.0;44;129;64;100;1.0;165.0;0
6678;800.0;61;144;81;2000;2.0;100.0;0
6679;5700.0;61;1237;81;1900;1.0;100.0;0
6680;900.0;61;67;81;2100;2.0;50.0;1
6681;1600.0;46;234;66;200;1.0;100.0;1
6682;3200.0;61;52;81;1200;0.6666666666666666;100.0;0
6683;900.0;53;222;73;200;1.0;431.21;0
6684;4700.0;61;1325;81;2000;0.5;100.0;1
6685;2800.0;61;70;81;1900;0.8;250.0;0
6686;10100.0;42;229;62;200;1.0;250.0;1
6687;4800.0;60;56;80;2100;1.75;125.0;1
6688;2400.0;33;172;53;100;1.0;300.0;1
6690;3300.0;61;1851;81;2000;1.0;50.0;0
6691;9900.0;58;229;78;200;1.0;100.0;1
6692;2000.0;59;201;79;200;1.0;678.0;0
6693;11300.0;72;172;92;100;1.0;500.0;0
6694;1300.0;61;1824;81;2000;1.0;260.0;0
6695;800.0;61;2505;81;2900;1.0;100.0;0
6696;400.0;61;2459;81;2600;1.0;100.0;0
6697;1100.0;61;3335;81;3300;1.0;100.0;0
6698;2000.0;61;2623;81;2600;1.0;60.0;1
6699;1500.0;47;175;67;100;1.0;500.0;0
6701;4800.0;61;52;81;2200;0.875;150.0;1
6702;3100.0;61;53;81;2100;1.0;50.0;0
6703;1300.0;61;56;81;2900;1.0;100.0;1
6704;3400.0;53;54;73;100;1.0;200.0;0
6705;1300.0;64;55;84;100;3.0;60.0;1
6706;2500.0;61;3548;81;3500;1.0;220.0;1
6707;2400.0;61;56;81;2300;1.5;220.0;0
6708;3000.0;61;2611;81;2700;1.0;100.0;0
6709;1100.0;61;267;81;2000;1.0;150.0;0
6710;1200.0;61;56;81;2200;6.0;100.0;1
6711;500.0;61;3017;81;3900;1.0;80.0;0
6712;1400.0;61;1364;81;1300;1.0;50.0;1
6713;2100.0;61;1364;81;1300;1.0;50.0;1
6714;6300.0;62;104;82;100;1.0;100.0;0
6715;5600.0;61;1161;81;1900;1.0;100.0;0
6716;7500.0;61;85;81;1600;3.0;60.0;0
6717;5000.0;61;1422;81;1500;1.0;150.0;0
6718;3800.0;61;1429;81;2000;1.0;50.0;0
6719;1100.0;61;3400;81;3400;1.0;50.0;0
6720;4900.0;61;1206;81;1200;1.0;50.0;0
6721;900.0;61;4096;81;4000;1.0;450.0;0
6722;1800.0;54;54;74;100;1.0;65.0;1
6723;1000.0;61;3133;81;3300;1.0;80.0;0
6724;1700.0;37;177;57;100;1.0;150.0;1
6725;500.0;61;3854;81;3800;1.0;50.0;0
6726;1700.0;50;1552;70;2000;1.0;150.0;1
6727;2100.0;61;1322;81;1300;1.0;150.0;0
6728;4200.0;61;1437;81;1600;1.0;100.0;1
6729;7900.0;61;75;81;100;0.6666666666666666;100.0;0
6730;10200.0;66;147;86;100;1.0;200.0;1
6731;700.0;60;71;80;100;0.6666666666666666;60.0;0
6732;2100.0;41;294;61;100;1.0;200.0;0
6733;3300.0;50;116;70;100;1.0;150.0;0
6734;1400.0;41;105;61;100;1.0;50.0;0
6735;1300.0;37;105;57;100;1.0;100.0;0
6736;600.0;55;56;75;100;0.3333333333333333;200.0;0
6737;3600.0;61;2798;81;3000;1.0;160.0;0
6738;3900.0;59;97;79;0;1.0;100.0;0
6739;1200.0;61;2068;81;2200;1.0;100.0;0
6740;400.0;61;51;81;3400;0.75;50.0;0
6741;2900.0;61;1307;81;2000;1.0;100.0;0
6742;200.0;56;51;76;200;0.6;50.0;0
6743;4100.0;61;64;81;1600;0.8;100.0;0
6744;800.0;52;2008;72;2000;1.0;150.0;1
6745;2500.0;39;56;59;100;0.5;50.0;0
6746;2200.0;61;58;81;3100;0.6666666666666666;100.0;1
6747;6600.0;50;114;70;100;1.0;200.0;0
6748;1700.0;61;1354;81;2000;1.0;100.0;1
6749;2700.0;61;52;81;2800;1.0;125.0;0
6750;3000.0;51;71;71;200;0.6666666666666666;75.0;0
6751;2400.0;33;240;53;200;0.5;800.0;0
6752;3000.0;61;948;81;2700;1.0;150.0;0
6753;600.0;61;1003;81;2300;1.0;100.0;0
6754;6700.0;41;105;61;100;2.0;130.0;1
6755;800.0;43;1733;63;1700;1.0;70.0;1
6756;3800.0;61;1245;81;1900;1.0;170.0;0
6757;1300.0;61;1675;81;1700;1.0;50.0;0
6758;900.0;61;2765;81;2700;1.0;110.0;0
6759;3600.0;68;74;88;100;0.6666666666666666;120.0;0
6760;1500.0;52;53;72;2700;0.4;50.0;1
6761;2200.0;61;78;81;2000;1.0;125.0;1
6762;5400.0;61;57;81;2000;0.5;100.0;1
6763;1200.0;61;2619;81;2700;1.0;150.0;0
6764;1500.0;61;821;81;1800;1.0;100.0;1
6765;300.0;61;59;81;2000;1.0;100.0;0
6766;4600.0;61;2383;81;2400;1.0;200.0;0
6767;7800.0;66;1995;86;2800;1.0;200.0;0
6768;3800.0;61;83;81;1700;1.0;200.0;1
6769;4400.0;61;62;81;2000;4.0;160.0;0
6770;900.0;51;966;71;1500;1.0;74.09;1
6771;5100.0;61;82;81;1900;4.0;50.0;1
6772;7800.0;61;82;81;1100;4.0;100.0;1
